,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
,10:53 PM,71 F,66 F,84 %,SSE,8 mph,0 mph,29.25 in,0.0 in,Fair
10/9/2018,11:53 PM,71 F,67 F,87 %,SSE,9 mph,0 mph,29.24 in,0.0 in,Fair
,12:53 AM,71 F,67 F,87 %,S,10 mph,0 mph,29.25 in,0.0 in,Fair
,1:53 AM,71 F,68 F,90 %,SSE,9 mph,0 mph,29.24 in,0.0 in,Fair
,2:53 AM,70 F,67 F,90 %,SSE,8 mph,0 mph,29.24 in,0.0 in,Fair
,3:53 AM,70 F,68 F,93 %,SSE,10 mph,0 mph,29.24 in,0.0 in,Fair
,4:53 AM,70 F,67 F,90 %,SSE,9 mph,0 mph,29.24 in,0.0 in,Fair
,5:53 AM,69 F,67 F,93 %,SE,9 mph,0 mph,29.24 in,0.0 in,Fair
,6:53 AM,70 F,68 F,93 %,SE,7 mph,0 mph,29.25 in,0.0 in,Fair
,7:53 AM,74 F,69 F,85 %,SSE,15 mph,0 mph,29.25 in,0.0 in,Fair
,8:53 AM,79 F,69 F,72 %,S,17 mph,0 mph,29.24 in,0.0 in,Fair
,9:53 AM,82 F,68 F,62 %,S,20 mph,0 mph,29.22 in,0.0 in,Fair
,10:53 AM,85 F,68 F,57 %,S,17 mph,26 mph,29.20 in,0.0 in,Partly Cloudy
,11:53 AM,85 F,67 F,55 %,SSE,22 mph,29 mph,29.18 in,0.0 in,Partly Cloudy / Windy
,12:53 PM,87 F,65 F,48 %,SSE,22 mph,28 mph,29.15 in,0.0 in,Partly Cloudy / Windy
,1:53 PM,86 F,65 F,49 %,SSE,20 mph,26 mph,29.13 in,0.0 in,Fair
,2:53 PM,84 F,65 F,53 %,SE,17 mph,0 mph,29.11 in,0.0 in,Partly Cloudy
,3:53 PM,83 F,65 F,54 %,SSE,18 mph,0 mph,29.10 in,0.0 in,Fair
,4:53 PM,81 F,65 F,58 %,SSE,13 mph,0 mph,29.09 in,0.0 in,Partly Cloudy
,5:53 PM,78 F,65 F,64 %,SSE,13 mph,0 mph,29.09 in,0.0 in,Fair
,6:53 PM,75 F,65 F,71 %,ESE,10 mph,0 mph,29.09 in,0.0 in,Fair
,7:53 PM,73 F,65 F,76 %,SE,10 mph,0 mph,29.08 in,0.0 in,Fair
,8:53 PM,74 F,65 F,73 %,SE,13 mph,0 mph,29.08 in,0.0 in,Fair
,9:53 PM,74 F,65 F,73 %,SSE,14 mph,0 mph,29.08 in,0.0 in,Fair
,10:53 PM,73 F,64 F,73 %,SE,14 mph,0 mph,29.06 in,0.0 in,Fair
10/10/2018,11:53 PM,72 F,64 F,76 %,SSE,15 mph,0 mph,29.06 in,0.0 in,Fair
,12:53 AM,71 F,64 F,78 %,SSE,15 mph,0 mph,29.05 in,0.0 in,Fair
,1:53 AM,70 F,64 F,81 %,SSE,12 mph,0 mph,29.03 in,0.0 in,Fair
,2:53 AM,70 F,64 F,81 %,SSE,12 mph,0 mph,29.02 in,0.0 in,Fair
,3:53 AM,70 F,64 F,81 %,SSE,13 mph,0 mph,29.01 in,0.0 in,Fair
,4:53 AM,70 F,64 F,81 %,SSE,15 mph,0 mph,28.99 in,0.0 in,Fair
,5:53 AM,71 F,65 F,81 %,SSE,23 mph,30 mph,28.98 in,0.0 in,Cloudy / Windy
,6:53 AM,71 F,67 F,87 %,SSE,21 mph,28 mph,28.97 in,0.0 in,Cloudy / Windy
,7:10 AM,70 F,68 F,93 %,S,18 mph,0 mph,28.98 in,0.0 in,Rain
,7:24 AM,70 F,68 F,93 %,S,17 mph,0 mph,28.97 in,0.1 in,Light Rain
,7:36 AM,70 F,69 F,97 %,S,16 mph,0 mph,28.97 in,0.1 in,Cloudy
,7:53 AM,70 F,69 F,97 %,S,18 mph,24 mph,28.97 in,0.1 in,Cloudy
,8:53 AM,71 F,69 F,93 %,S,20 mph,0 mph,28.95 in,0.0 in,Cloudy
,9:18 AM,71 F,69 F,93 %,SSE,18 mph,0 mph,28.94 in,0.0 in,Cloudy
,9:53 AM,70 F,69 F,97 %,S,17 mph,26 mph,28.93 in,0.0 in,Cloudy
,10:53 AM,70 F,69 F,97 %,S,20 mph,25 mph,28.92 in,0.0 in,Light Rain
,11:07 AM,71 F,70 F,96 %,S,15 mph,0 mph,28.91 in,0.0 in,Light Rain
,11:53 AM,71 F,70 F,96 %,S,16 mph,0 mph,28.90 in,0.0 in,Light Rain
,12:06 PM,71 F,70 F,96 %,S,16 mph,0 mph,28.90 in,0.0 in,Light Rain
,12:53 PM,73 F,71 F,93 %,S,17 mph,0 mph,28.87 in,0.0 in,Cloudy
,1:03 PM,74 F,71 F,91 %,SSW,18 mph,25 mph,28.87 in,0.0 in,Cloudy
,1:31 PM,76 F,71 F,85 %,SSW,15 mph,25 mph,28.86 in,0.0 in,Cloudy
,1:44 PM,75 F,70 F,84 %,SSW,16 mph,26 mph,28.87 in,0.0 in,Cloudy
,1:53 PM,74 F,70 F,87 %,SSW,15 mph,0 mph,28.87 in,0.0 in,Cloudy
,2:10 PM,68 F,66 F,93 %,WSW,17 mph,35 mph,28.88 in,0.1 in,Light Rain
,2:20 PM,68 F,67 F,96 %,WSW,10 mph,0 mph,28.88 in,0.1 in,Light Rain
,2:28 PM,68 F,67 F,96 %,WSW,12 mph,0 mph,28.88 in,0.1 in,Light Rain
,2:33 PM,69 F,68 F,96 %,WSW,8 mph,0 mph,28.88 in,0.1 in,Light Rain
,2:53 PM,70 F,68 F,93 %,WSW,10 mph,0 mph,28.88 in,0.1 in,Cloudy
,3:04 PM,70 F,68 F,93 %,WSW,13 mph,0 mph,28.88 in,0.0 in,Cloudy
,3:19 PM,71 F,68 F,90 %,WSW,10 mph,0 mph,28.88 in,0.0 in,Cloudy
,3:53 PM,72 F,68 F,87 %,WSW,15 mph,0 mph,28.88 in,0.0 in,Mostly Cloudy
,4:53 PM,67 F,62 F,84 %,W,23 mph,36 mph,28.91 in,0.0 in,Mostly Cloudy / Windy
,5:23 PM,65 F,60 F,84 %,W,17 mph,28 mph,28.93 in,0.0 in,Partly Cloudy
,5:53 PM,63 F,58 F,84 %,W,16 mph,0 mph,28.93 in,0.0 in,Fair
,6:53 PM,60 F,53 F,78 %,W,20 mph,30 mph,28.96 in,0.0 in,Fair
,7:53 PM,56 F,50 F,80 %,W,16 mph,0 mph,28.99 in,0.0 in,Fair
,8:13 PM,57 F,50 F,77 %,W,17 mph,24 mph,28.99 in,0.0 in,Mostly Cloudy
,8:53 PM,57 F,50 F,77 %,W,22 mph,31 mph,29.02 in,0.0 in,Cloudy / Windy
,9:53 PM,55 F,48 F,77 %,WNW,24 mph,31 mph,29.03 in,0.0 in,Cloudy / Windy
,10:53 PM,53 F,46 F,77 %,W,22 mph,0 mph,29.04 in,0.0 in,Cloudy / Windy
10/11/2018,11:53 PM,52 F,45 F,77 %,W,20 mph,28 mph,29.06 in,0.0 in,Cloudy
,12:53 AM,51 F,44 F,77 %,WNW,18 mph,0 mph,29.07 in,0.0 in,Cloudy
,1:53 AM,50 F,43 F,77 %,W,15 mph,0 mph,29.08 in,0.0 in,Cloudy
,2:53 AM,49 F,42 F,77 %,W,18 mph,0 mph,29.09 in,0.0 in,Cloudy
,3:53 AM,48 F,40 F,74 %,WNW,21 mph,26 mph,29.11 in,0.0 in,Cloudy / Windy
,4:53 AM,47 F,39 F,74 %,WNW,14 mph,0 mph,29.13 in,0.0 in,Cloudy
,5:53 AM,47 F,39 F,74 %,W,15 mph,0 mph,29.15 in,0.0 in,Cloudy
,6:53 AM,45 F,36 F,71 %,WNW,17 mph,0 mph,29.17 in,0.0 in,Partly Cloudy
,7:53 AM,47 F,37 F,68 %,WNW,22 mph,26 mph,29.18 in,0.0 in,Fair / Windy
,8:16 AM,46 F,37 F,71 %,WNW,16 mph,28 mph,29.19 in,0.0 in,Mostly Cloudy
,8:53 AM,46 F,36 F,68 %,WNW,24 mph,30 mph,29.19 in,0.0 in,Cloudy / Windy
,9:36 AM,49 F,36 F,61 %,NW,22 mph,29 mph,29.19 in,0.0 in,Partly Cloudy / Windy
,9:53 AM,49 F,36 F,61 %,WNW,18 mph,29 mph,29.20 in,0.0 in,Partly Cloudy
,10:53 AM,50 F,36 F,59 %,NW,20 mph,30 mph,29.21 in,0.0 in,Partly Cloudy
,11:53 AM,53 F,36 F,52 %,NW,20 mph,31 mph,29.20 in,0.0 in,Fair
,12:53 PM,54 F,36 F,51 %,WNW,18 mph,25 mph,29.19 in,0.0 in,Fair
,1:53 PM,55 F,36 F,49 %,WNW,17 mph,0 mph,29.19 in,0.0 in,Fair
,2:53 PM,54 F,35 F,49 %,W,17 mph,26 mph,29.20 in,0.0 in,Fair
,3:53 PM,53 F,35 F,50 %,WNW,21 mph,0 mph,29.21 in,0.0 in,Fair / Windy
,4:53 PM,50 F,34 F,54 %,WNW,13 mph,0 mph,29.22 in,0.0 in,Fair
,5:53 PM,46 F,36 F,68 %,WNW,12 mph,0 mph,29.23 in,0.0 in,Fair
,6:53 PM,44 F,35 F,71 %,WNW,10 mph,0 mph,29.24 in,0.0 in,Fair
,7:53 PM,42 F,36 F,79 %,WNW,8 mph,0 mph,29.25 in,0.0 in,Fair
,8:53 PM,39 F,35 F,86 %,WNW,7 mph,0 mph,29.26 in,0.0 in,Fair
,9:53 PM,40 F,35 F,83 %,WNW,8 mph,0 mph,29.26 in,0.0 in,Fair
,10:53 PM,38 F,34 F,86 %,W,5 mph,0 mph,29.27 in,0.0 in,Fair
10/12/2018,11:53 PM,36 F,33 F,89 %,WSW,3 mph,0 mph,29.28 in,0.0 in,Fair
,12:53 AM,35 F,33 F,92 %,NW,6 mph,0 mph,29.28 in,0.0 in,Fair
,1:53 AM,35 F,33 F,92 %,WNW,6 mph,0 mph,29.28 in,0.0 in,Fair
,2:53 AM,34 F,33 F,96 %,NW,6 mph,0 mph,29.27 in,0.0 in,Fair
,3:53 AM,33 F,32 F,96 %,NW,5 mph,0 mph,29.26 in,0.0 in,Fair
,4:53 AM,34 F,33 F,96 %,WNW,3 mph,0 mph,29.25 in,0.0 in,Fair
,5:53 AM,31 F,30 F,96 %,WSW,5 mph,0 mph,29.26 in,0.0 in,Fair
,6:53 AM,34 F,33 F,96 %,CALM,0 mph,0 mph,29.25 in,0.0 in,Fair
,7:53 AM,40 F,35 F,83 %,WNW,8 mph,0 mph,29.27 in,0.0 in,Fair
,8:53 AM,41 F,34 F,76 %,WNW,8 mph,0 mph,29.27 in,0.0 in,Mostly Cloudy
,9:53 AM,41 F,33 F,73 %,WNW,8 mph,0 mph,29.24 in,0.0 in,Cloudy
,10:53 AM,42 F,33 F,70 %,W,9 mph,0 mph,29.23 in,0.0 in,Cloudy
,11:53 AM,41 F,34 F,76 %,WNW,9 mph,0 mph,29.22 in,0.0 in,Cloudy
,12:53 PM,41 F,34 F,76 %,NW,13 mph,0 mph,29.20 in,0.0 in,Light Rain
,1:53 PM,38 F,36 F,93 %,NW,12 mph,0 mph,29.21 in,0.0 in,Light Rain
,2:17 PM,37 F,35 F,93 %,NW,7 mph,0 mph,29.19 in,0.0 in,Rain
,2:24 PM,37 F,35 F,93 %,WNW,8 mph,0 mph,29.20 in,0.0 in,Light Rain
,2:53 PM,35 F,34 F,96 %,WNW,3 mph,0 mph,29.18 in,0.1 in,Rain
,3:53 PM,34 F,34 F,100 %,W,7 mph,0 mph,29.18 in,0.0 in,Light Rain
,4:00 PM,35 F,34 F,96 %,W,6 mph,0 mph,29.17 in,0.0 in,Light Rain
,4:10 PM,35 F,34 F,96 %,WSW,5 mph,0 mph,29.17 in,0.0 in,Light Rain
,4:43 PM,36 F,35 F,97 %,SSW,5 mph,0 mph,29.16 in,0.0 in,Cloudy
,4:53 PM,36 F,36 F,100 %,SW,5 mph,0 mph,29.15 in,0.0 in,Cloudy
,5:31 PM,37 F,36 F,96 %,SW,7 mph,0 mph,29.15 in,0.0 in,Cloudy
,5:53 PM,37 F,36 F,96 %,WSW,8 mph,0 mph,29.16 in,0.0 in,Wintry Mix
,6:53 PM,38 F,37 F,97 %,WSW,6 mph,0 mph,29.16 in,0.0 in,Cloudy
,7:53 PM,38 F,37 F,97 %,W,9 mph,0 mph,29.17 in,0.0 in,Light Rain
,8:53 PM,38 F,37 F,97 %,WNW,9 mph,0 mph,29.18 in,0.0 in,Cloudy
,9:30 PM,39 F,37 F,93 %,WNW,9 mph,0 mph,29.18 in,0.0 in,Cloudy
,9:47 PM,39 F,37 F,93 %,WNW,9 mph,0 mph,29.18 in,0.0 in,Cloudy
,9:53 PM,39 F,37 F,93 %,WNW,9 mph,0 mph,29.19 in,0.0 in,Cloudy
,10:21 PM,39 F,37 F,93 %,W,12 mph,0 mph,29.20 in,0.0 in,Cloudy
,10:53 PM,39 F,37 F,93 %,WNW,10 mph,0 mph,29.20 in,0.0 in,Cloudy
10/13/2018,11:29 PM,37 F,35 F,93 %,NW,7 mph,0 mph,29.19 in,0.0 in,Partly Cloudy
,11:53 PM,35 F,34 F,96 %,W,6 mph,0 mph,29.19 in,0.0 in,Fair
,12:53 AM,34 F,34 F,100 %,CALM,0 mph,0 mph,29.19 in,0.0 in,Fair
,1:53 AM,34 F,34 F,100 %,WSW,6 mph,0 mph,29.20 in,0.0 in,Fair
,2:06 AM,34 F,34 F,100 %,WSW,7 mph,0 mph,29.21 in,0.0 in,Partly Cloudy
,2:14 AM,35 F,34 F,96 %,W,7 mph,0 mph,29.21 in,0.0 in,Mostly Cloudy
,2:53 AM,37 F,36 F,96 %,W,8 mph,0 mph,29.22 in,0.0 in,Cloudy
,3:22 AM,37 F,36 F,96 %,W,9 mph,0 mph,29.23 in,0.0 in,Cloudy
,3:53 AM,37 F,36 F,96 %,WNW,7 mph,0 mph,29.24 in,0.0 in,Cloudy
,4:53 AM,37 F,36 F,96 %,NW,5 mph,0 mph,29.24 in,0.0 in,Cloudy
,5:53 AM,37 F,36 F,96 %,WNW,5 mph,0 mph,29.26 in,0.0 in,Cloudy
,6:34 AM,37 F,35 F,93 %,CALM,0 mph,0 mph,29.26 in,0.0 in,Cloudy
,6:53 AM,37 F,36 F,96 %,CALM,0 mph,0 mph,29.27 in,0.0 in,Cloudy
,7:53 AM,38 F,36 F,93 %,SSE,6 mph,0 mph,29.28 in,0.0 in,Cloudy
,8:53 AM,38 F,36 F,93 %,SSE,7 mph,0 mph,29.30 in,0.0 in,Cloudy
,9:53 AM,39 F,38 F,96 %,S,7 mph,0 mph,29.29 in,0.0 in,Cloudy
,10:53 AM,41 F,38 F,89 %,VAR,7 mph,0 mph,29.29 in,0.0 in,Cloudy
,11:23 AM,42 F,38 F,85 %,S,9 mph,0 mph,29.28 in,0.0 in,Cloudy
,11:53 AM,43 F,37 F,80 %,S,3 mph,0 mph,29.27 in,0.0 in,Cloudy
,12:13 PM,44 F,37 F,76 %,S,7 mph,0 mph,29.26 in,0.0 in,Mostly Cloudy
,12:53 PM,46 F,37 F,71 %,SSE,6 mph,0 mph,29.24 in,0.0 in,Partly Cloudy
,1:53 PM,50 F,38 F,63 %,SSE,10 mph,0 mph,29.22 in,0.0 in,Fair
,2:53 PM,51 F,37 F,59 %,S,12 mph,0 mph,29.21 in,0.0 in,Fair
,3:53 PM,50 F,37 F,61 %,S,9 mph,0 mph,29.21 in,0.0 in,Fair
,4:53 PM,49 F,39 F,69 %,SSE,7 mph,0 mph,29.21 in,0.0 in,Fair
,5:53 PM,46 F,39 F,76 %,SSE,6 mph,0 mph,29.22 in,0.0 in,Fair
,6:53 PM,46 F,39 F,76 %,SSE,7 mph,0 mph,29.21 in,0.0 in,Fair
,7:53 PM,44 F,40 F,85 %,E,7 mph,0 mph,29.20 in,0.0 in,Fair
,8:53 PM,43 F,40 F,89 %,ESE,6 mph,0 mph,29.21 in,0.0 in,Fair
,9:53 PM,44 F,41 F,89 %,SE,6 mph,0 mph,29.22 in,0.0 in,Fair
,10:53 PM,43 F,40 F,89 %,SSE,7 mph,0 mph,29.22 in,0.0 in,Fair
10/14/2018,11:53 PM,41 F,38 F,89 %,SSW,5 mph,0 mph,29.22 in,0.0 in,Fair
,12:53 AM,42 F,40 F,92 %,CALM,0 mph,0 mph,29.21 in,0.0 in,Fair
,1:53 AM,43 F,42 F,97 %,CALM,0 mph,0 mph,29.21 in,0.0 in,Fair
,2:53 AM,43 F,41 F,93 %,E,3 mph,0 mph,29.21 in,0.0 in,Fair
,3:35 AM,43 F,42 F,97 %,E,5 mph,0 mph,29.21 in,0.0 in,Mostly Cloudy
,3:53 AM,44 F,42 F,93 %,E,5 mph,0 mph,29.22 in,0.0 in,Cloudy
,4:53 AM,44 F,43 F,96 %,ENE,6 mph,0 mph,29.22 in,0.0 in,Cloudy
,5:53 AM,45 F,43 F,93 %,ENE,6 mph,0 mph,29.23 in,0.0 in,Cloudy
,6:53 AM,46 F,44 F,93 %,ESE,6 mph,0 mph,29.24 in,0.0 in,Cloudy
,7:46 AM,48 F,45 F,89 %,ESE,9 mph,0 mph,29.24 in,0.0 in,Cloudy
,7:53 AM,48 F,46 F,93 %,ESE,9 mph,0 mph,29.24 in,0.0 in,Cloudy
,8:01 AM,48 F,46 F,93 %,ESE,12 mph,0 mph,29.23 in,0.0 in,Cloudy
,8:53 AM,51 F,46 F,83 %,ESE,8 mph,0 mph,29.23 in,0.0 in,Cloudy
,9:53 AM,53 F,46 F,77 %,ESE,7 mph,0 mph,29.22 in,0.0 in,Mostly Cloudy
,10:53 AM,57 F,47 F,69 %,ESE,8 mph,0 mph,29.21 in,0.0 in,Mostly Cloudy
,11:53 AM,59 F,46 F,62 %,SSE,6 mph,0 mph,29.19 in,0.0 in,Cloudy
,12:53 PM,59 F,46 F,62 %,SE,6 mph,0 mph,29.16 in,0.0 in,Cloudy
,1:00 PM,59 F,46 F,62 %,SE,10 mph,0 mph,29.16 in,0.0 in,Cloudy
,1:53 PM,59 F,47 F,64 %,ESE,5 mph,0 mph,29.16 in,0.0 in,Cloudy
,2:09 PM,59 F,47 F,64 %,VAR,3 mph,0 mph,29.16 in,0.0 in,Cloudy
,2:37 PM,59 F,47 F,64 %,SE,6 mph,0 mph,29.16 in,0.0 in,Cloudy
,2:53 PM,59 F,47 F,64 %,SE,6 mph,0 mph,29.15 in,0.0 in,Cloudy
,3:33 PM,59 F,48 F,67 %,E,6 mph,0 mph,29.15 in,0.0 in,Cloudy
,3:53 PM,59 F,48 F,67 %,ESE,6 mph,0 mph,29.14 in,0.0 in,Cloudy
,4:29 PM,59 F,48 F,67 %,SE,7 mph,0 mph,29.15 in,0.0 in,Cloudy
,4:53 PM,58 F,48 F,70 %,S,8 mph,0 mph,29.15 in,0.0 in,Cloudy
,5:22 PM,57 F,48 F,72 %,SSE,6 mph,0 mph,29.15 in,0.0 in,Cloudy
,5:53 PM,56 F,49 F,77 %,S,5 mph,0 mph,29.16 in,0.0 in,Cloudy
,6:03 PM,56 F,49 F,77 %,S,7 mph,0 mph,29.17 in,0.0 in,Cloudy
,6:38 PM,56 F,49 F,77 %,S,6 mph,0 mph,29.18 in,0.0 in,Cloudy
,6:53 PM,56 F,50 F,80 %,SW,6 mph,0 mph,29.19 in,0.0 in,Cloudy
,7:53 PM,55 F,50 F,83 %,SSW,6 mph,0 mph,29.20 in,0.0 in,Cloudy
,8:53 PM,54 F,51 F,90 %,CALM,0 mph,0 mph,29.18 in,0.0 in,Light Rain
,9:53 PM,52 F,50 F,93 %,N,10 mph,0 mph,29.19 in,0.0 in,Light Rain
,10:53 PM,50 F,49 F,96 %,NNW,8 mph,0 mph,29.19 in,0.0 in,Light Rain
10/15/2018,11:25 PM,49 F,48 F,97 %,N,8 mph,0 mph,29.20 in,0.0 in,Cloudy
,11:53 PM,49 F,48 F,97 %,NNW,7 mph,0 mph,29.19 in,0.0 in,Cloudy
,12:53 AM,49 F,48 F,97 %,NW,10 mph,0 mph,29.22 in,0.0 in,Light Rain
,1:04 AM,48 F,48 F,100 %,NW,8 mph,0 mph,29.22 in,0.0 in,Rain
,1:13 AM,48 F,48 F,100 %,NW,7 mph,0 mph,29.21 in,0.0 in,Light Rain
,1:32 AM,48 F,48 F,100 %,NW,9 mph,0 mph,29.22 in,0.0 in,Cloudy
,1:53 AM,48 F,48 F,100 %,NW,14 mph,0 mph,29.23 in,0.0 in,Light Rain
,2:06 AM,47 F,47 F,100 %,NW,12 mph,22 mph,29.23 in,0.0 in,Light Rain
,2:14 AM,47 F,47 F,100 %,WNW,12 mph,0 mph,29.22 in,0.0 in,Light Rain
,2:26 AM,47 F,46 F,97 %,NW,16 mph,0 mph,29.23 in,0.0 in,Light Rain
,2:51 AM,46 F,46 F,100 %,NW,15 mph,0 mph,29.24 in,0.0 in,Cloudy
,2:53 AM,46 F,45 F,96 %,NW,16 mph,0 mph,29.23 in,0.0 in,Cloudy
,3:20 AM,46 F,45 F,96 %,NW,15 mph,0 mph,29.24 in,0.0 in,Light Rain
,3:31 AM,46 F,46 F,100 %,NW,13 mph,0 mph,29.25 in,0.0 in,Cloudy
,3:53 AM,46 F,46 F,100 %,NW,20 mph,25 mph,29.24 in,0.0 in,Light Rain
,4:53 AM,43 F,41 F,93 %,NW,17 mph,0 mph,29.28 in,0.0 in,Cloudy
,5:07 AM,42 F,40 F,92 %,NW,17 mph,0 mph,29.29 in,0.0 in,Cloudy
,5:36 AM,41 F,39 F,93 %,NW,18 mph,0 mph,29.31 in,0.0 in,Cloudy
,5:53 AM,41 F,39 F,93 %,NW,15 mph,0 mph,29.32 in,0.0 in,Cloudy
,6:21 AM,40 F,39 F,97 %,NW,16 mph,25 mph,29.34 in,0.0 in,Cloudy
,6:49 AM,39 F,37 F,93 %,NNW,17 mph,0 mph,29.36 in,0.0 in,Cloudy
,6:53 AM,39 F,36 F,89 %,NNW,16 mph,0 mph,29.36 in,0.0 in,Cloudy
,7:25 AM,38 F,35 F,89 %,NNW,17 mph,0 mph,29.37 in,0.0 in,Cloudy
,7:53 AM,38 F,35 F,89 %,NW,17 mph,0 mph,29.39 in,0.0 in,Cloudy
,8:53 AM,39 F,34 F,82 %,NNW,16 mph,0 mph,29.40 in,0.0 in,Mostly Cloudy
,9:53 AM,42 F,33 F,70 %,NNW,16 mph,0 mph,29.42 in,0.0 in,Mostly Cloudy
,10:53 AM,43 F,34 F,71 %,NNW,15 mph,0 mph,29.44 in,0.0 in,Cloudy
,11:53 AM,43 F,33 F,68 %,NW,16 mph,0 mph,29.44 in,0.0 in,Mostly Cloudy
,12:27 PM,44 F,32 F,63 %,NW,16 mph,0 mph,29.43 in,0.0 in,Partly Cloudy
,12:53 PM,46 F,33 F,61 %,NW,16 mph,0 mph,29.43 in,0.0 in,Fair
,1:53 PM,49 F,33 F,54 %,W,14 mph,0 mph,29.43 in,0.0 in,Fair
,2:53 PM,49 F,32 F,52 %,WNW,14 mph,22 mph,29.43 in,0.0 in,Fair
,3:53 PM,47 F,31 F,54 %,WNW,13 mph,0 mph,29.44 in,0.0 in,Fair
,4:53 PM,46 F,31 F,56 %,WNW,10 mph,0 mph,29.45 in,0.0 in,Fair
,5:53 PM,41 F,33 F,73 %,WNW,8 mph,0 mph,29.46 in,0.0 in,Fair
,6:53 PM,38 F,31 F,76 %,WNW,7 mph,0 mph,29.47 in,0.0 in,Fair
,7:53 PM,37 F,31 F,79 %,WNW,6 mph,0 mph,29.47 in,0.0 in,Fair
,8:53 PM,35 F,31 F,85 %,W,6 mph,0 mph,29.48 in,0.0 in,Fair
,9:53 PM,36 F,31 F,82 %,W,6 mph,0 mph,29.47 in,0.0 in,Fair
,10:53 PM,34 F,31 F,89 %,WSW,6 mph,0 mph,29.48 in,0.0 in,Fair
10/16/2018,11:53 PM,31 F,29 F,92 %,NW,7 mph,0 mph,29.47 in,0.0 in,Fair
,12:53 AM,30 F,28 F,92 %,SW,6 mph,0 mph,29.49 in,0.0 in,Fair
,1:53 AM,29 F,27 F,92 %,SSW,5 mph,0 mph,29.49 in,0.0 in,Fair
,2:53 AM,28 F,26 F,92 %,SSW,7 mph,0 mph,29.50 in,0.0 in,Fair
,3:53 AM,29 F,28 F,96 %,SW,6 mph,0 mph,29.49 in,0.0 in,Fair
,4:53 AM,28 F,26 F,92 %,SW,3 mph,0 mph,29.48 in,0.0 in,Fair
,5:53 AM,26 F,24 F,92 %,SSW,5 mph,0 mph,29.47 in,0.0 in,Fair
,6:53 AM,30 F,29 F,96 %,SSW,7 mph,0 mph,29.48 in,0.0 in,Fair
,7:53 AM,38 F,35 F,89 %,SW,9 mph,0 mph,29.47 in,0.0 in,Fair
,8:53 AM,44 F,35 F,71 %,WSW,13 mph,0 mph,29.46 in,0.0 in,Fair
,9:53 AM,47 F,33 F,59 %,SW,15 mph,0 mph,29.44 in,0.0 in,Fair
,10:53 AM,51 F,32 F,48 %,SW,15 mph,22 mph,29.42 in,0.0 in,Fair
,11:53 AM,54 F,29 F,38 %,WSW,14 mph,26 mph,29.39 in,0.0 in,Fair
,12:53 PM,56 F,27 F,33 %,WSW,17 mph,0 mph,29.36 in,0.0 in,Fair
,1:53 PM,57 F,25 F,29 %,SW,18 mph,0 mph,29.33 in,0.0 in,Fair
,2:53 PM,58 F,26 F,30 %,W,17 mph,28 mph,29.31 in,0.0 in,Fair
,3:53 PM,57 F,27 F,32 %,SW,17 mph,0 mph,29.31 in,0.0 in,Fair
,4:53 PM,54 F,28 F,37 %,WSW,14 mph,0 mph,29.31 in,0.0 in,Fair
,5:53 PM,49 F,30 F,48 %,WSW,10 mph,0 mph,29.32 in,0.0 in,Fair
,6:53 PM,45 F,31 F,58 %,SW,9 mph,0 mph,29.34 in,0.0 in,Fair
,7:53 PM,45 F,32 F,60 %,WSW,10 mph,0 mph,29.34 in,0.0 in,Fair
,8:53 PM,42 F,33 F,70 %,SW,10 mph,0 mph,29.36 in,0.0 in,Fair
,9:53 PM,40 F,33 F,77 %,SW,7 mph,0 mph,29.36 in,0.0 in,Fair
10/17/2018,11:53 PM,39 F,33 F,79 %,SW,7 mph,0 mph,29.35 in,0.0 in,Fair
,12:53 AM,39 F,33 F,79 %,WSW,7 mph,0 mph,29.37 in,0.0 in,Fair
,1:53 AM,38 F,33 F,83 %,SW,7 mph,0 mph,29.37 in,0.0 in,Fair
,2:53 AM,37 F,33 F,86 %,WSW,7 mph,0 mph,29.38 in,0.0 in,Fair
,3:53 AM,37 F,34 F,89 %,W,8 mph,0 mph,29.39 in,0.0 in,Fair
,4:53 AM,36 F,33 F,89 %,W,7 mph,0 mph,29.41 in,0.0 in,Fair
,5:53 AM,35 F,33 F,92 %,W,7 mph,0 mph,29.43 in,0.0 in,Fair
,6:53 AM,40 F,37 F,89 %,WNW,7 mph,0 mph,29.45 in,0.0 in,Fair
,7:53 AM,47 F,39 F,74 %,W,10 mph,0 mph,29.49 in,0.0 in,Fair
,8:53 AM,50 F,32 F,50 %,WNW,23 mph,32 mph,29.50 in,0.0 in,Fair / Windy
,9:53 AM,52 F,30 F,43 %,WNW,23 mph,36 mph,29.52 in,0.0 in,Fair / Windy
,10:53 AM,53 F,31 F,43 %,NW,21 mph,32 mph,29.53 in,0.0 in,Fair / Windy
,11:53 AM,53 F,30 F,41 %,NW,17 mph,31 mph,29.54 in,0.0 in,Fair
,12:53 PM,54 F,30 F,40 %,NNW,17 mph,24 mph,29.54 in,0.0 in,Fair
,1:53 PM,54 F,30 F,40 %,NW,15 mph,24 mph,29.54 in,0.0 in,Fair
,2:53 PM,54 F,30 F,40 %,WNW,14 mph,25 mph,29.54 in,0.0 in,Fair
,3:53 PM,53 F,30 F,41 %,NW,15 mph,0 mph,29.56 in,0.0 in,Fair
,4:53 PM,49 F,31 F,50 %,NNW,10 mph,0 mph,29.58 in,0.0 in,Fair
